ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S06-A62,BloodMAIT41,Unknown,1,CD274,Test,999,0,Fail,0.020607309,999,999,0,
S06-A61,BloodMAIT41,Unknown,1,C5,Test,999,0,Fail,0.020607309,999,999,0,
S06-A72,BloodMAIT41,Unknown,1,VAV1,Test,999,0,Fail,0.020607309,999,999,0,
S06-A71,BloodMAIT41,Unknown,1,TBX21,Test,14.79230268,0,Fail,0.020607309,999,999,0,
S06-A70,BloodMAIT41,Unknown,1,RAC2,Test,13.82007342,0,Fail,0.020607309,999,999,0,
S06-A69,BloodMAIT41,Unknown,1,NLRP3,Test,21.50582124,1,Pass,0.020607309,83.8308533,999,1,
S06-A68,BloodMAIT41,Unknown,1,IRF4,Test,999,0,Fail,0.020607309,999,999,0,
S06-A67,BloodMAIT41,Unknown,1,IL4,Test,999,0,Fail,0.020607309,999,999,0,
S06-A78,BloodMAIT41,Unknown,1,IL12RB1,Test,18.22838586,1,Pass,0.020607309,84.85303578,999,1,
S06-A77,BloodMAIT41,Unknown,1,IFI44L,Test,21.71850507,0,Fail,0.020607309,999,82.32052377,0,
S06-A76,BloodMAIT41,Unknown,1,GAPDH,Test,15.43623871,1,Pass,0.020607309,81.72783385,999,1,
S06-A75,BloodMAIT41,Unknown,1,CDC42,Test,13.00567043,1,Pass,0.020607309,78.24731792,999,1,
S06-A74,BloodMAIT41,Unknown,1,CD28,Test,999,0,Fail,0.020607309,999,999,0,
S06-A73,BloodMAIT41,Unknown,1,CCR1,Test,999,0,Fail,0.020607309,999,999,0,
S06-A84,BloodMAIT41,Unknown,1,ZAP70,Test,999,0,Fail,0.020607309,999,999,0,
S06-A83,BloodMAIT41,Unknown,1,TGFBR2,Test,15.5907908,1,Pass,0.020607309,80.55307186,999,1,
S06-A82,BloodMAIT41,Unknown,1,RORC,Test,16.85648053,1,Pass,0.020607309,84.88727488,999,1,
S06-A81,BloodMAIT41,Unknown,1,NR4A1,Test,999,0,Fail,0.020607309,999,999,0,
S06-A80,BloodMAIT41,Unknown,1,IRF7,Test,18.38069667,1,Pass,0.020607309,89.839558,999,1,
S06-A79,BloodMAIT41,Unknown,1,IL4R,Test,999,0,Fail,0.020607309,999,999,0,
S06-A90,BloodMAIT41,Unknown,1,IL17A,Test,999,0,Fail,0.020607309,999,999,0,
S06-A89,BloodMAIT41,Unknown,1,IFIT1,Test,14.51883972,1,Pass,0.020607309,79.60984566,999,1,
S06-A88,BloodMAIT41,Unknown,1,GATA3,Test,17.98883029,1,Pass,0.020607309,87.69213883,999,1,
S06-A87,BloodMAIT41,Unknown,1,CTLA4,Test,19.08438671,1,Pass,0.020607309,83.77860408,999,1,
S06-A86,BloodMAIT41,Unknown,1,CD3E,Test,13.92589263,1,Pass,0.020607309,80.03149227,999,1,
S06-A85,BloodMAIT41,Unknown,1,CCR2,Test,16.28771813,1,Pass,0.020607309,82.20171778,999,1,
S06-A96,BloodMAIT41,Unknown,1,ZEB2,Test,999,0,Fail,0.020607309,999,999,0,
S06-A95,BloodMAIT41,Unknown,1,TNF,Test,15.04398184,0.999733934,Pass,0.020607309,83.42007161,999,1,
S06-A94,BloodMAIT41,Unknown,1,RPL13A,Test,11.4961861,1,Pass,0.020607309,89.98073509,999,1,
S06-A93,BloodMAIT41,Unknown,1,PDCD1,Test,21.99341762,0,Fail,0.020607309,999,79.9745411,0,
S06-A92,BloodMAIT41,Unknown,1,IRF9,Test,16.24754278,1,Pass,0.020607309,87.56761689,999,1,
S06-A91,BloodMAIT41,Unknown,1,IL5,Test,999,0,Fail,0.020607309,999,999,0,
S95-A01,BloodMAIT88,Unknown,1,AIM2,Test,999,0,Fail,0.020607309,999,999,0,
S95-A02,BloodMAIT88,Unknown,1,CCR3,Test,16.22146348,1,Pass,0.020607309,78.04068559,999,1,
S95-A03,BloodMAIT88,Unknown,1,CD4,Test,999,0,Fail,0.020607309,999,999,0,
S95-A04,BloodMAIT88,Unknown,1,CXCL10,Test,15.61568235,0,Fail,0.020607309,999,999,0,
S95-A05,BloodMAIT88,Unknown,1,GSK3A,Test,999,0,Fail,0.020607309,999,999,0,
S95-A06,BloodMAIT88,Unknown,1,IFIT3,Test,16.87480762,1,Pass,0.020607309,79.61101427,999,1,
S95-A07,BloodMAIT88,Unknown,1,IL2,Test,999,0,Fail,0.020607309,999,999,0,
S95-A08,BloodMAIT88,Unknown,1,IL5RA,Test,999,0,Fail,0.020607309,999,999,0,
S95-A09,BloodMAIT88,Unknown,1,ISG15,Test,999,0,Fail,0.020607309,999,999,0,
S95-A10,BloodMAIT88,Unknown,1,PPARA,Test,999,0,Fail,0.020607309,999,999,0,
S95-A11,BloodMAIT88,Unknown,1,SOCS3,Test,18.67554825,0,Fail,0.020607309,999,999,0,
S95-A12,BloodMAIT88,Unknown,1,TNFAIP3,Test,14.57248306,1,Pass,0.020607309,84.05823245,999,1,
S95-A13,BloodMAIT88,Unknown,1,B2M,Test,10.52273366,1,Pass,0.020607309,82.90604324,999,1,
S95-A14,BloodMAIT88,Unknown,1,CCR4,Test,14.68800735,0,Fail,0.020607309,999,76.79346145,0,
S95-A15,BloodMAIT88,Unknown,1,CD40,Test,15.46664156,1,Pass,0.020607309,87.26438584,999,1,
S95-A16,BloodMAIT88,Unknown,1,CXCL9,Test,999,0,Fail,0.020607309,999,999,0,
S95-A17,BloodMAIT88,Unknown,1,GSK3B,Test,999,0,Fail,0.020607309,999,999,0,
S95-A18,BloodMAIT88,Unknown,1,IFNAR1,Test,999,0,Fail,0.020607309,999,999,0,
S95-A19,BloodMAIT88,Unknown,1,IL21,Test,999,0,Fail,0.020607309,999,999,0,
S95-A20,BloodMAIT88,Unknown,1,IL7,Test,999,0,Fail,0.020607309,999,999,0,
S95-A21,BloodMAIT88,Unknown,1,JAK1,Test,18.53663283,1,Pass,0.020607309,81.11296467,999,1,
S95-A22,BloodMAIT88,Unknown,1,PPARG,Test,999,0,Fail,0.020607309,999,999,0,
S95-A23,BloodMAIT88,Unknown,1,STAT1,Test,999,0,Fail,0.020607309,999,999,0,
S95-A24,BloodMAIT88,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.020607309,999,999,0,
S95-A25,BloodMAIT88,Unknown,1,BCL2,Test,14.92765984,0,Fail,0.020607309,999,999,0,
S95-A26,BloodMAIT88,Unknown,1,CCR5,Test,15.51015965,1,Pass,0.020607309,80.18289199,999,1,
S95-A27,BloodMAIT88,Unknown,1,CD44,Test,13.76133425,1,Pass,0.020607309,86.94691685,999,1,
S95-A28,BloodMAIT88,Unknown,1,CXCR3,Test,16.46667953,0,Fail,0.020607309,999,999,0,
S95-A29,BloodMAIT88,Unknown,1,HLA-DRA,Test,999,0,Fail,0.020607309,999,999,0,
S95-A30,BloodMAIT88,Unknown,1,IFNAR2,Test,16.72426266,1,Pass,0.020607309,80.82205317,999,1,
S95-A31,BloodMAIT88,Unknown,1,IL25,Test,15.99392857,1,Pass,0.020607309,84.59090028,999,1,
S95-A32,BloodMAIT88,Unknown,1,IL7R,Test,10.97699788,1,Pass,0.020607309,80.83251217,999,1,
S95-A33,BloodMAIT88,Unknown,1,JAK2,Test,15.07164553,0,Fail,0.020607309,999,999,0,
S95-A34,BloodMAIT88,Unknown,1,PPARGC1A,Test,999,0,Fail,0.020607309,999,999,0,
